央视,#genre#
生活时尚,http://39.134.39.39/PLTV/88888888/224/3221226254/index.m3u8
生活时尚,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8
上海纪实人文,http://111.20.105.60:6060/yinhe/2/ch00000090990000001330/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
全纪实,http://111.20.105.60:6060/yinhe/2/ch00000090990000002157/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经,http://39.134.39.38/PLTV/88888888/224/3221226172/index.m3u8
第一财经,http://39.134.168.76/PLTV/1/224/3221225494/index.m3u8
第一财经,http://39.134.163.227/PLTV/2/224/3221225492/index.m3u8
第一财经,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226987/1.m3u8
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
东方财经,http://140.207.241.2:8080/live/program/live/dfcj/1300000/mnf.m3u8
东方财经,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227122/1.m3u8
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
法治天地,http://39.134.39.39/PLTV/88888888/224/3221226331/index.m3u8
法治天地,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227118/1.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉,http://140.207.241.2:8080/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉,http://125.210.152.18:9090/live/XSJHD_H265.m3u8
劲爆体育,http://183.207.255.188/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育,http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育,http://39.134.39.39/PLTV/88888888/224/3221226170/index.m3u8
哈哈炫动,http://111.20.105.60:6060/yinhe/2/ch00000090990000001303/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8
都市剧场,http://111.20.105.60:6060/yinhe/2/ch00000090990000002108/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
欢笑剧场,http://111.20.105.60:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
动漫秀场,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
动漫秀场,http://223.110.245.146/ott.js.chinamobile.com/PLTV/3/224/3221227774/index.m3u8
动漫秀场,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227021/1.m3u8
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
七彩戏剧,http://39.134.39.39/PLTV/88888888/224/3221225691/index.m3u8
七彩戏剧,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227025/1.m3u8
七彩戏剧,http://39.134.168.91/PLTV/1/224/3221225604/index.m3u8
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8
幸福彩,http://140.207.241.2:8080/live/program/live/xfchd/4000000/mnf.m3u8
金色频道,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227126/1.m3u8
游戏风云,http://111.20.105.60:6060/yinhe/2/ch00000090990000002295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球,http://140.207.241.2:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&playtoken=ABCDEFGHI&programid=4200000308.m3u8
极速汽车,http://111.20.105.60:6060/yinhe/2/ch00000090990000002286/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
DOX新知,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxxz
DOX新艺,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxxy
DOX怡家,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxyj
DOX英伦,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxyl
DOX院线,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxyx
DOX映画,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxyh
DOX雅趣,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxyq
DOX剧场,http://tyzb2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=doxjc
广东,#genre#
广东南方卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226540/1.m3u8
广东南方卫视,http://111.161.121.214/nclive.grtn.cn/tvs2/sd/live.m3u8
广东南方卫视,https://www.nettvplus.live/hls/guangdong.php?id=51
广东南方卫视星,http://111.20.105.60:6060/yinhe/2/ch00000090990000001305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东南方卫视星,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226218/1.m3u8
广东珠江,http://111.161.121.214/nclive.grtn.cn/zjpd/sd/live.m3u8
广东珠江,http://111.12.102.79:6610/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东珠江,https://www.nettvplus.live/hls/guangdong.php?id=44
广东珠江,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东珠江,http://106.53.212.251/daili/gztv.php?id=zjpd
广东卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东新闻,http://111.161.121.214/nclive.grtn.cn/xwpd/sd/live.m3u8
广东新闻,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=235&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东新闻,http://106.53.212.251/daili/gztv.php?id=xwpd
广东新闻,https://www.nettvplus.live/hls/guangdong.php?id=45
广东经济,http://111.161.121.214/nclive.grtn.cn/tvs1hd/hd/live.m3u8
广东经济,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=20&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东经济,https://www.nettvplus.live/hls/guangdong.php?id=49
广东经济,http://player.200877926.top/1786/gd/gdtvm3u8.php?id=gdjj
广东综艺,http://111.161.121.214/nclive.grtn.cn/4K/sd/live.m3u8
广东综艺,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=77&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东综艺,http://player.200877926.top/1786/gd/gdtvm3u8.php?id=gdzy
广东影视,http://111.161.121.214/nclive.grtn.cn/tvs4/sd/live.m3u8
广东影视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=86&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东影视,http://106.53.212.251/daili/gztv.php?id=tvs4
广东影视,https://www.nettvplus.live/hls/guangdong.php?id=53
广东公共,http://111.161.121.214/nclive.grtn.cn/ggpd/sd/live.m3u8
广东公共,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=85&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东公共,http://106.53.212.251/daili/gztv.php?id=ggpd
广东公共,https://www.nettvplus.live/hls/guangdong.php?id=48
广东体育,http://111.161.121.214/nclive.grtn.cn/typd/sd/live.m3u8
广东体育,http://116.199.5.52:8114/index.m3u8?Fsv_chan_hls_se_idx=8&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
广东体育,http://106.53.212.251/daili/gztv.php?id=typd
广东体育,https://www.nettvplus.live/hls/guangdong.php?id=47
广东房产,http://111.161.121.214/nclive.grtn.cn/fcpd/sd/live.m3u8
广东房产,http://szlive.grtn.cn/fcpd/sd/live.m3u8
广东房产,https://www.nettvplus.live/hls/guangdong.php?id=67
广东少儿,http://111.161.121.214/nclive.grtn.cn/tvs5/sd/live.m3u8
广东少儿,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=231&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东少儿,http://106.53.212.251/daili/gztv.php?id=tvs5
广东少儿,https://www.nettvplus.live/hls/guangdong.php?id=54
广东嘉佳,http://111.20.105.60:6060/yinhe/2/ch00000090990000001310/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东高尔夫,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8
广东高尔夫,http://szlive.grtn.cn/grfpd/sd/live.m3u8
广东高尔夫,http://111.161.121.214/nclive.grtn.cn/grfpd/sd/live.m3u8
广东岭南戏曲,http://szlive.grtn.cn/lnxq/sd/live.m3u8
广东现代教育,http://szlive.grtn.cn/jypd/sd/live.m3u8
广东国际,http://106.53.212.251/daili/gztv.php?id=gjpd
广东国际,http://111.161.121.214/nclive.grtn.cn/gjpd/sd/live.m3u8
广东国际,https://www.nettvplus.live/hls/guangdong.php?id=46
广东移动,https://www.nettvplus.live/hls/guangdong.php?id=75
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广州综合,http://149.129.100.78/gztv.php?id=zhonghe
广州综合,http://qj.yyrjdp.cn/jiuban/gzdaili.php?id=1
广州新闻,http://149.129.100.78/gztv.php?id=xinwen
广州新闻,http://qj.yyrjdp.cn/jiuban/gzdaili.php?id=2
广州法治,http://149.129.100.78/gztv.php?id=fazhi
广州法治,http://qj.yyrjdp.cn/jiuban/gzdaili.php?id=3
广州竞赛,http://149.129.100.78/gztv.php?id=jingsai
广州竞赛,http://qj.yyrjdp.cn/jiuban/gzdaili.php?id=4
南国都市,http://149.129.100.78/gztv.php?id=shenghuo
南国都市,http://qj.yyrjdp.cn/jiuban/gzdaili.php?id=5
南国都市,http://player.ioioz.com/1369/gd/gztvm3u8.php?id=gzngds
广州影视,http://149.129.100.78/gztv.php?id=yingshi
广州影视,http://qj.yyrjdp.cn/jiuban/gzdaili.php?id=6
广州影视,https://iptv--iptv.repl.co/Chinese/yingshi/
广州影视,http://dpck.ueuo.com/gzyx.php?id=yingshi
深圳卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001029/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳都市,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szds
深圳都市,http://ye23.win/iptv/sztv.php?id=2
深圳电视剧,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szdsj
深圳电视剧,http://ye23.win/iptv/sztv.php?id=3
深圳电视剧,http://www.wodedianshi.com/QQ860001680/sztv.php?id=3
深圳电视剧,http://149.129.100.78/sztv.php?id=3
深圳公共,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szgg
深圳公共,http://ye23.win/iptv/sztv.php?id=4
深圳财经生活,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szcjsh
深圳财经生活,http://ye23.win/iptv/sztv.php?id=5
深圳娱乐,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szyl
深圳娱乐,http://ye23.win/iptv/sztv.php?id=6
深圳少儿,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szse
深圳少儿,http://ye23.win/iptv/sztv.php?id=7
深圳移动,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szyd
深圳移动,http://ye23.win/iptv/sztv.php?id=8
深圳DV生活,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szdv
深圳DV生活,http://ye23.win/iptv/sztv.php?id=10
深圳国际,http://tydl2021.chxjon.cn/iptv/qq2383132354/itouch.php?id=szgj
深圳国际,http://ye23.win/iptv/sztv.php?id=11
深圳龙岗,http://liveplay.sznews.com/66_norecord_live/357.m3u8
深圳东部,http://liveplay.sznews.com/66_norecord_live/343.m3u8
佛山综合,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_zhpd.m3u8
佛山公共,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
佛山影视,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8
佛山顺德,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sdpd.m3u8
佛山高明,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_gmpd.m3u8
佛山三水,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sspd.m3u8
佛山南海,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_nhpd.m3u8
影视剧,#genre#
苏移电影,http://223.110.243.161/ott.js.chinamobile.com/PLTV/3/224/3221227579/index.m3u8
北移电影1,http://39.134.182.236/PLTV/88888888/224/3221226176/index.m3u8
北移电影2,http://39.134.182.236/PLTV/88888888/224/3221226245/index.m3u8
浙移电影1,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙移电影2,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙移电影3,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/01.m3u8?fmt=ts2hls
闽移电影1,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225881/1.m3u8
闽移电影2,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226708/1.m3u8
闽移电影3,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226712/index.m3u8
BestTV电影,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221227130/index.m3u8
BestTV剧场1,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227134/index.m3u8
BestTV剧场2,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221227045/index.m3u8
苏移剧场,http://223.110.243.163/ott.js.chinamobile.com/PLTV/3/224/3221227512/index.m3u8
北移剧场,http://39.134.182.236/PLTV/88888888/224/3221226181/index.m3u8
闽移剧场1,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226692/index.m3u8
闽移剧场2,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226754/1.m3u8
影视剧频道,http://223.110.245.156/ott.js.chinamobile.com/PLTV/3/224/3221227372/index.m3u8
大众影视HD,http://hdtv.haust.edu.cn/hls/hls75a27.m3u8
大众影视HD,http://hdtv.haust.edu.cn/hls/hls164.m3u8
家庭影院HD,http://hdtv.haust.edu.cn/hls/hls75a29.m3u8
家庭影院HD,http://hdtv.haust.edu.cn/hls/hls166.m3u8
家庭影院,http://hdtv.haust.edu.cn/hls/hls39.m3u8
家庭剧场HD,http://hdtv.haust.edu.cn/hls/hls75a28.m3u8
家庭剧场HD,http://hdtv.haust.edu.cn/hls/hls165.m3u8
亚洲电影,http://hdtv.haust.edu.cn/hls/hls30.m3u8
译制片,http://hdtv.haust.edu.cn/hls/hls31.m3u8
热播电影,http://hdtv.haust.edu.cn/hls/hls32.m3u8
原声电影,http://hdtv.haust.edu.cn/hls/hls33.m3u8
生活剧场,http://hdtv.haust.edu.cn/hls/hls37.m3u8
怀旧电影,http://hdtv.haust.edu.cn/hls/hls48.m3u8
古装剧场,http://hdtv.haust.edu.cn/hls/hls54.m3u8
纪录片,http://hdtv.haust.edu.cn/hls/hls66.m3u8
经典剧场,http://hdtv.haust.edu.cn/hls/hls89.m3u8
卡通剧场HD,http://hdtv.haust.edu.cn/hls/hls167.m3u8
秦皇岛影视,http://vod.qhdcm.com:1935/live/qhdtv3/800K/tzwj_video.m3u8
黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
迁安影视综艺,http://app.qatv.cn:1937/live/stream:shfw.stream_720p/playlist.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
徐州影视,http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
徐州影视,http://stream1.huaihai.tv/wyys/playlist.m3u8
淮安影视,http://stream.habctv.com/ysyl/sd/live.m3u8
句容影视频道,http://218.3.92.100:1937/live/yingshi/playlist.m3u8
大连综合影视,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&playtoken=ABCDEFGHI&programid=4200000005.m3u8
商河影视,https://jsylivealone302.iqilu.com/live/shanghe_tv02/index.m3u8
商河影视,https://livealone302.iqilu.com/live/shanghe_tv02/index.m3u8
河东影视,https://jsylivealone302.iqilu.com/live/hedong_tv01/index.m3u8
河东影视,https://livealone302.iqilu.com/live/hedong_tv01/index.m3u8
莒南影视,https://jsylivealone302.iqilu.com/junan/junan_tv02/index.m3u8
莒南影视,https://livealone302.iqilu.com/junan/junan_tv02/playlist.m3u8
山亭影视,https://jsylivealone302.iqilu.com/live/shanting_tv02/index.m3u8
山亭影视,https://livealone302.iqilu.com/live/shanting_tv02/index.m3u8
武城综艺影视,https://jsylivealone302.iqilu.com/live/wucheng_tv02/index.m3u8
武城综艺影视,https://livealone302.iqilu.com/live/wucheng_tv02/index.m3u8
惠民影视,https://jsylivealone302.iqilu.com/live/huimin_tv02/index.m3u8
惠民影视,https://livealone302.iqilu.com/live/huimin_tv02/index.m3u8
高青影视,https://livealone302.iqilu.com/gaoqing/gaoqing_tv02/playlist.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
峨眉电影,http://39.134.198.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/scem/index.m3u8?IAS
克拉玛依影视,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
东阳影视生活,http://stream.dybtv.com/yssh/GQ/live.m3u8
CIBN,#genre#
CIBN炫佳动漫,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=JingPin
CIBN炫佳动漫,https://live.elibei.com/tv/channel/cibn?id=0
CIBN真人秀,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=LuShi
CIBN真人秀,https://live.elibei.com/tv/channel/cibn?id=1
CIBN怡家,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=JiaoYu
CIBN怡家,https://live.elibei.com/tv/channel/cibn?id=2
CIBN骄阳剧场,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=MeiZhuang
CIBN骄阳剧场,https://live.elibei.com/tv/channel/cibn?id=3
CIBN时尚生活,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=DongLinFaYin
CIBN时尚生活,https://live.elibei.com/tv/channel/cibn?id=4
CIBN经典剧场,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=DOTA2
CIBN经典剧场,https://live.elibei.com/tv/channel/cibn?id=5
CIBN朵丫乐园,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=QiChe
CIBN朵丫乐园,https://live.elibei.com/tv/channel/cibn?id=6
CIBN映画,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=TiYu
CIBN映画,https://live.elibei.com/tv/channel/cibn?id=7
CIBN古装剧场,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=QingGan
CIBN古装剧场,https://live.elibei.com/tv/channel/cibn?id=8
CIBN纪录片,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=JianKang
CIBN纪录片,https://live.elibei.com/tv/channel/cibn?id=9
CIBN东方教育,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=HanWenHua
CIBN东方教育,https://live.elibei.com/tv/channel/cibn?id=10
CIBN全电竞,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=115
CIBN全电竞,https://live.elibei.com/tv/channel/cibn?id=11
CIBN风尚运动,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=DanJi
CIBN风尚运动,https://live.elibei.com/tv/channel/cibn?id=12
CIBN动漫剧场,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=QinZi
CIBN动漫剧场,https://live.elibei.com/tv/channel/cibn?id=14
CIBN新知,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=ZongHe
CIBN新知,https://live.elibei.com/tv/channel/cibn?id=15
CIBN流金岁月,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=Shoucang
CIBN流金岁月,https://live.elibei.com/tv/channel/cibn?id=17
CIBN微电影,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=YingXiong
CIBN微电影,https://live.elibei.com/tv/channel/cibn?id=19
CIBN微电影,http://tv.ublive.xyz/cibn/cibn.php?id=092
CIBN综合,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=DianJing
CIBN综合,https://live.elibei.com/tv/channel/cibn?id=22
CIBN生活,http://tydl2021.chxjon.cn/iptv/qq2383132354/cibn.php?id=ShengHuo
CIBN生活,https://live.elibei.com/tv/channel/cibn?id=23
NewTV,#genre#
NewTV欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
NewTV欢乐剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
NewTV古装剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225678/index.m3u8
NewTV古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV惊悚悬疑,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225717/index.m3u8
NewTV惊悚悬疑,http://39.134.115.163:8080/PLTV/88888910/224/3221225717/index.m3u8
NewTV惊悚悬疑,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NewTV明星大片,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225716/index.m3u8
NewTV明星大片,http://221.179.136.150/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225929/1.m3u8
NewTV明星大片,http://223.110.243.152/ott.js.chinamobile.com/PLTV/3/224/3221227594/index.m3u8
NewTV明星大片,http://121.31.30.91:8081/ysten-business/live/mingxingdp/1.m3u8
NewTV动作电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225671/index.m3u8
NewTV动作电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225671/index.m3u8
NewTV动作电影,http://39.134.66.66/PLTV/88888888/224/3221225555/index.m3u8
NewTV中国功夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225660/index.m3u8
NewTV中国功夫,http://39.134.115.163:8080/PLTV/88888910/224/3221225660/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV怡伴健康,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225666/index.m3u8
NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV军旅剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225669/index.m3u8
NewTV军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8
NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
NewTV军事评论,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
NewTV农业致富,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225670/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8
NewTV武搏世界,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225656/index.m3u8
NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
NewTV海外剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225712/index.m3u8
NewTV潮妈辣婆,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225708/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV炫舞未来,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225707/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV爱情喜剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225748/index.m3u8
NewTV爱情喜剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225748/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8
NewTV精品体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225709/index.m3u8
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV精品大剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225714/index.m3u8
