央视,#流派#
黑龙江卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
黑龙江卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225594/index.m3u8$陕广1080p
河北卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040016/1.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3$iTV 1080p
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225750/1.m3u8$陕移576p
河北卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001039/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8$陕移1080p
安徽卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
安徽卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225590/index.m3u8$陕广1080p
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/1.m3u8$陕移1080p
辽宁卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
辽宁卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225593/index.m3u8$陕广1080p
东南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000010584/1.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3$iTV 1080p
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225766/1.m3u8$陕移576p
东南卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001044/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
江西卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000006000268001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268001&livemode=1&stbId=3$iTV 1080p
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225764/1.m3u8$陕移576p
江西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001045/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
江西卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225599/index.m3u8$陕广1080p
四川卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000016825/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=3$iTV 1080p
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225768/1.m3u8$陕移576p
四川卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001036/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
四川卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225600/index.m3u8 $1 1080p
广西卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031118/1.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3$iTV 1080p
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225770/1.m3u8$陕移576p
广西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001054/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
云南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000024694/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=3$iTV 1080p
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8$1 720p
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225751/1.m3u8$陕移576p
云南卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226063/index.m3u8$陕广1080p
云南卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001046/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
河南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031119/1.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3$iTV 1080p
河南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225767/1.m3u8$陕移576p
河南卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001056/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
河南卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226064/index.m3u8$陕广1080P
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225821/1.m3u8$陕移1080p
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001539/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
陕西卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8$陕广1080p
贵州卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000025843/1.m3u8?channel-id=bestzb&Contentid=5000000004000025843&livemode=1&stbId=3$iTV 1080p
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225793/1.m3u8$陕移576p
贵州卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001048/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
贵州卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225586/index.m3u8$陕广1080p
贵州卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225796/index.m3u8$陕广1080p
吉林卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031117/1.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3$iTV 1080p
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225792/1.m3u8$陕移576p
吉林卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225598/index.m3u8$陕广1080p
吉林卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001049/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
海南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000006211/1.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3$iTV 1080p
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225769/1.m3u8$陕移576p
海南卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
甘肃卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$iTV 1080p
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225754/1.m3u8$陕移576p
甘肃卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001059/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
青海卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000111$辽广1080p
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8$720p
青海卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225794/1.m3u8$陕移576p
青海卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001033/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8$1080p
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/1.m3u8$陕移576p
宁夏卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001061/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true$720p
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225763/1.m3u8$陕移576p
山西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001038/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880$1080p
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225786/1.m3u8$陕移576p
内蒙古卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001035/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225747/1.m3u8$陕移576p
新疆卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001047/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/1.m3u8$陕移576p
西藏卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$576p
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$576p
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$576p
澳门,http://61.244.22.5/ch3/ch3.live/playelist.m3u8$720p
澳门,http://61.244.22.6/ch3/ch3.live/playelist.m3u8$720p
澳门,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8$720p
澳门,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8$720p
凤凰卫视,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv$720p
凤凰卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8$陕移576p
凤凰卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
凤凰卫视,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221228527/1.m3u8$苏移1080p
凤凰卫视,http://[2409:8087:2001:20:2800:0:df6e:eb23]/ott.mobaibox.com/PLTV/4/224/3221228527/1.m3u8$苏移1080p
凤凰资讯,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv$720p
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8$陕移576p
凤凰资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/4/224/3221228524/index.m3u8$苏移1080p
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8$苏移1080p
凤凰香港,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.flv$720p
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228530/1.m3u8$苏移1080p
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb23]/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8$苏移1080p
海南三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IASHttpSessionId=OTT$琼移1080p
海南三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8$720p
海南三沙卫视,http://39.136.18.165:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226324/1/index.m3u8?fmt=ts2hls$贵移576p
广东大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226218/1.m3u8$陕移576p
广东大湾区卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
广东深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/1.m3u8$陕移1080p
广东深圳卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001029/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
福建厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226219/1.m3u8$陕移576p
福建厦门卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001306/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8$陕移576p
陕西农林卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001312/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西农林卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226335/index.m3u8$陕广1080p
陕西农林卫视,https://zycfcdn.gdwlcloud.com//PLTV/88888888/224/3221225521/index.m3u8$陕广576pk
山西黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true$720p
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8$陕移576p
山东教育卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001317/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
四川康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8$陕移576p
四川康巴卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001313/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
新疆兵团卫视,http://mobilelive-ds.ysp.cctv.cn/ysp/2022606701_fhd.m3u8$1080p
新疆兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8$陕移576p
新疆兵团卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001304/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
吉林延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8$延广720p
吉林延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226220/1.m3u8$陕移576p
吉林延边卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001307/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880$1080p
内蒙古蒙语卫视,http://[2409:8087:1020:301:2026::21]:80/wh7f454c46tw4050630800_-1848073355/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225705/10000100000000060000000000000743_0.smil/01.m3u8?fmt=ts2hls
青海安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8$陕移576p
青海安多卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001311/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
青海安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$576p
西藏藏语,http://zteres.sn.chinamobile.com:6060/000000001000/5000000002000021549/1.m3u8?channel-id=bestzb&Contentid=5000000002000021549&livemode=1&stbId=3$iTV5 576p
西藏藏语,http://39.136.18.165:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225697/1/index.m3u8?fmt=ts2hls$贵移576p
陕西,#genre#
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225821/1.m3u8$陕移1080p
陕西卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001539/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
陕西卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8$陕广1080p
陕西新闻资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8$陕移1080p
陕西新闻资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
陕西新闻资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001580/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
陕西新闻资讯,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225500/index.m3u8$陕广1080p
陕西新闻资讯,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225639/index.m3u8$陕广576pk
陕西都市青春,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8$陕移1080p
陕西都市青春,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001593/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
陕西都市青春,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225830/index.m3u8$陕广1080p
陕西都市青春,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225711/index.m3u8$陕广576p
陕西都市青春,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225529/index.m3u8$陕广576p
陕西生活,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8$陕移576p
陕西生活,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001729/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西生活,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226331/index.m3u8$陕广1080p
陕西生活,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225531/index.m3u8$陕广576pk
陕西影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8$陕移576p
陕西影视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001730/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西影视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226329/index.m3u8$陕广1080p
陕西影视,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225532/index.m3u8$陕广576pk
陕西公共,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8$陕移576p
陕西公共,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001739/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西公共,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226334/index.m3u8$陕广1080p
陕西公共,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225533/index.m3u8$陕广576pk
陕西乐家购物,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8$陕移576p
陕西乐家购物,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001731/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西体育休闲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8$陕移576p
陕西体育休闲,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001594/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西体育休闲,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226093/index.m3u8$陕广1080p
陕西体育休闲,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225535/index.m3u8$陕广576pk
陕西西部电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226364/index.m3u8$陕移576p
陕西西部电影,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001749/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
陕西西部电影,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226332/index.m3u8$陕广1080p
陕西西部电影,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225536/index.m3u8$陕广576p
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8$陕移576p
农林卫视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001312/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
农林卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226335/index.m3u8$陕广1080p
农林卫视,https://zycfcdn.gdwlcloud.com//PLTV/88888888/224/3221225521/index.m3u8$陕广576pk
安康综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8$陕移1080p
安康综合,https://hls-sxak.sobeylive.com/xjhsyapp2019/zhpdhd.m3u8$1080p
安康综合,http://mmitv.top/test/tianma.php?id=akzh$1080p
安康综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001721/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
安康公共,https://hls-sxak.sobeylive.com/xjhsyapp2019/ggpdhd.m3u8$1080p
安康公共,http://mmitv.top/test/tianma.php?id=akgg$1080p
安康教育,https://hls-sxak.sobeylive.com/xjhsyapp2019/jypdhd.m3u8$1080p
安康教育,http://mmitv.top/test/tianma.php?id=akjy$1080p
岚皋,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227057/1.m3u8$陕移1080p
岚皋,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002761/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
岚皋,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225850/index.m3u8$陕广1080p
岚皋,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225861/index.m3u8$陕广576pk
紫阳,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8$陕移1080p
紫阳,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002605/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
紫阳,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225845/index.m3u8$陕广1080p
紫阳,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225928/index.m3u8$陕广576pk
平利,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227016/1.m3u8$陕移576p
平利,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002796/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
平利,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225924/index.m3u8$陕广576pk
平利,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225846/index.m3u8$陕广576p
汉阴,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226995/1.m3u8$陕移576p
汉阴,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002786/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
汉阴,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225922/index.m3u8$陕广576pk
汉阴,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225849/index.m3u8$陕广576p
石泉,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226965/1.m3u8$陕移1080p
石泉,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002595/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
石泉,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225879/index.m3u8$陕广1080pk
石泉,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226005/index.m3u8$陕广1080p
宁陕,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226998/1.m3u8$陕移1080p
宁陕,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002787/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
宁陕,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225848/index.m3u8$陕广1080p
宁陕,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225923/index.m3u8$陕广320pk
白河,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226973/1.m3u8$陕移576p
白河,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002560/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
白河,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225921/index.m3u8$陕广576pk
白河,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225847/index.m3u8$陕广576p
镇坪,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227032/1.m3u8$陕移1080p
镇坪,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002815/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
镇坪,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226343/index.m3u8$陕广1080pk
镇坪,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225842/index.m3u8$陕广1080p
旬阳新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227090/1.m3u8$陕移1080p
旬阳新闻综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002792/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河1080p
旬阳新闻综合,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225844/index.m3u8$陕广1080p
旬阳新闻综合,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225878/index.m3u8$陕广576pk
旬阳民生文化,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225925/index.m3u8$陕广576pk
旬阳民生文化,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225925/index.m3u8$陕广576p
西安新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8$陕移576p
西安新闻综合,https://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225668/index.m3u8$陕广1080pk
西安新闻综合,https://xatv-yd1.xiancity.cn/live/1/index.m3u8$1080p
西安新闻综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001720/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河57p
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8$陕移576p
西安都市,https://xatv-yd1.xiancity.cn/live/2/index.m3u8$576p
西安都市,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001595/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8$陕移576p
西安商务资讯,https://xatv-yd1.xiancity.cn/live/3/index.m3u8$576p
西安商务资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001732/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$银河576p
